Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
0;256;30;32;0;1;0
73809;125;5;57;0;1;0
13037;124;28;49;0;1;1
0;88;5;85;0;1;0
75272;103;22;10;0;1;0
39278;66;29;45;0;1;0
36913;62;22;37;0;9;0
0;74;19;11;1;3;0
13528;86;21;35;0;3;1
0;137;17;5;0;1;0
0;65;3;95;1;1;0
0;72;32;14;0;1;0
12617;108;5;43;0;8;0
42754;65;5;56;4;2;0
0;155;23;62;0;5;0
76157;116;15;80;0;1;1
0;66;19;29;0;8;0
58958;231;31;74;0;2;0
0;107;5;8;0;3;0
0;98;0;57;0;2;0
34430;65;6;15;0;2;0
13411;127;27;81;0;7;0
73758;74;24;87;0;7;0
0;116;34;82;2;1;0
17130;198;1;58;0;2;0
0;92;30;64;3;9;0
0;134;15;92;1;8;0
10517;92;14;65;0;3;0
58842;110;6;74;0;1;1
22355;71;27;9;3;2;0
0;223;26;40;5;7;0
21137;61;29;62;1;6;0
0;99;16;65;2;3;0
78255;95;14;88;0;2;0
35625;65;10;56;1;3;1
87957;61;31;63;0;2;0
25915;64;13;62;0;7;0
62464;109;23;45;0;4;1
0;131;34;61;0;9;1
49529;78;4;78;0;3;0
23376;78;19;18;0;1;1
0;81;21;78;0;1;0
67952;71;16;0;0;1;0
25251;66;13;43;0;2;1
20497;65;17;94;0;2;0
68420;104;5;27;1;2;0
24711;122;31;93;0;1;0
76530;119;35;9;4;2;0
98333;99;16;69;1;1;0
0;139;5;56;0;2;1
0;106;25;47;1;1;0
0;153;25;5;0;1;1
0;74;18;29;0;8;0
24695;82;0;88;0;1;0
26287;111;6;11;0;8;0
83846;74;22;94;3;2;1
76081;68;14;3;0;2;0
14957;66;24;68;0;8;0
41727;117;18;84;1;2;0
89092;68;31;30;2;3;0
53986;70;22;37;1;2;0
49853;109;17;47;0;1;0
36670;189;30;44;0;3;0
43626;67;9;80;0;1;0
0;70;6;18;0;1;0
76505;65;32;89;0;2;0
66216;103;34;58;0;2;0
52497;63;22;46;0;2;0
20090;109;10;59;0;2;1
0;185;7;47;2;2;0
37751;93;15;42;0;3;0
54840;72;18;59;3;2;0
31986;111;13;83;0;6;0
22166;126;10;22;0;6;0
0;208;22;92;0;3;0
0;130;7;31;0;2;0
83838;65;1;74;0;1;0
46061;65;23;95;0;3;0
50825;102;3;46;0;3;1
14030;72;11;3;0;1;1
20282;79;19;8;3;6;0
50146;116;6;44;1;1;0
0;121;27;58;0;2;0
20472;139;34;61;0;1;0
85751;93;6;3;0;1;0
76912;116;0;55;2;2;0
96335;97;7;43;0;1;0
29633;196;26;57;0;1;0
80540;63;27;74;0;2;0
14465;135;30;50;1;1;0
0;66;35;75;0;4;0
29899;66;21;31;0;3;0
0;136;28;87;0;1;0
71391;67;29;39;0;2;1
57449;103;6;28;0;2;1
14209;62;34;36;0;2;0
47824;129;8;56;3;1;0
48696;66;21;31;0;6;0
79189;71;11;79;0;1;0
0;116;0;8;2;8;0
23870;91;4;92;0;1;0
0;73;9;94;0;2;1
41059;64;6;12;0;1;0
19447;89;6;6;0;1;0
94392;65;3;89;1;8;0
23203;132;21;71;0;2;0
38157;61;2;39;0;4;0
0;126;12;4;0;2;1
99761;63;0;73;0;3;0
98350;101;14;35;3;3;0
25318;63;4;8;2;2;0
51721;139;18;98;0;1;0
0;114;35;9;0;1;0
0;78;7;65;3;6;0
68321;66;31;44;0;1;0
69161;129;24;50;0;2;0
72667;80;2;58;0;9;0
62082;72;15;57;0;2;0
0;87;15;26;0;2;0
36551;107;12;25;0;2;0
70524;73;18;5;0;4;0
60477;65;12;38;0;1;0
0;96;31;34;0;1;1
40376;69;16;46;0;8;0
72608;82;26;19;3;8;1
46587;119;34;74;2;2;1
34398;61;10;18;1;2;0
70432;61;16;49;3;4;0
79655;296;12;17;0;9;0
0;98;3;70;0;8;0
73457;133;0;29;1;2;0
0;82;7;77;0;7;0
23059;66;22;55;0;3;0
0;66;5;46;0;2;0
51643;283;16;43;0;1;1
72531;109;35;20;1;1;0
87840;118;22;42;1;3;0
57563;66;7;61;0;1;0
0;72;16;48;2;1;0
31278;92;24;95;4;1;1
0;72;1;73;0;6;0
47122;62;6;77;0;1;0
0;77;17;54;0;9;0
60260;66;14;84;0;3;0
0;125;8;61;0;3;0
12677;101;21;18;0;9;0
28564;76;17;44;0;1;0
41341;99;4;64;0;1;0
44246;122;1;18;3;2;0
0;71;0;26;0;9;0
70610;99;2;11;0;3;0
34831;124;4;34;0;3;0
30374;99;1;50;0;9;0
50825;102;3;46;0;3;1
80727;68;15;43;0;4;0
71269;80;28;85;0;2;0
45794;74;3;38;0;5;0
99874;119;7;42;0;1;0
76731;64;2;68;0;1;1
73019;112;21;40;0;1;0
19112;62;30;32;0;1;0
58414;210;7;24;2;1;1
0;70;35;74;0;1;0
66676;97;0;40;0;1;1
69011;70;3;52;0;2;0
0;85;7;6;0;2;0
0;71;31;70;0;3;0
0;126;19;39;0;1;0
0;112;13;13;0;1;0
31385;69;31;5;0;1;0
68261;102;11;81;0;4;0
92324;119;5;46;2;1;0
0;136;31;75;4;3;0
20983;97;10;52;1;2;0
68004;72;6;14;0;3;0
63471;67;0;71;0;1;0
27369;77;13;40;0;1;0
36839;61;22;93;0;3;0
0;65;19;54;2;1;0
26149;157;2;17;0;7;0
52440;109;27;58;0;3;0
24571;109;21;22;0;2;0
0;90;14;36;0;1;0
60244;83;3;72;3;1;1
0;72;0;45;0;4;0
51643;283;16;43;0;1;1
17157;123;33;15;0;2;0
0;73;17;44;0;7;1
17308;82;10;86;0;1;0
0;118;18;9;0;3;0
72302;66;6;27;0;1;1
34990;65;23;73;0;1;1
0;107;21;65;0;1;0
0;87;23;73;1;5;0
0;81;22;26;0;1;0
0;61;18;96;0;1;0
33760;102;24;11;0;2;0
0;90;3;76;0;7;0
70328;84;11;32;0;6;0
0;99;35;15;0;1;0
0;63;21;40;0;2;0
60021;99;12;28;0;1;1
31991;81;15;22;3;2;0
20169;112;35;81;1;3;0
0;64;29;72;0;6;0
20178;69;26;52;2;6;0
78189;103;10;10;0;5;0
0;244;10;99;0;1;0
0;72;4;61;1;4;0
95697;107;29;29;0;9;1
0;70;24;10;0;1;1
0;70;20;44;0;1;0
64559;62;31;90;0;2;0
58149;61;5;90;0;2;0
0;124;23;30;0;7;0
70911;63;20;13;3;1;0
78337;62;2;88;2;2;0
50397;70;34;77;0;1;0
51199;74;19;52;0;1;0
46928;102;31;15;1;1;0
23879;107;13;57;0;3;0
79487;114;20;87;0;1;1
0;106;7;39;0;6;0
82477;90;1;69;0;1;1
21514;62;0;59;0;2;1
57231;65;35;37;0;1;0
0;69;31;76;4;3;0
84598;89;8;7;2;1;0
48895;68;16;27;0;7;0
84493;92;29;19;0;1;0
37277;109;24;27;1;9;0
0;71;6;46;0;1;0
14906;66;31;0;0;1;0
14710;112;25;86;0;2;0
20656;130;15;5;0;2;0
0;194;13;83;0;3;0
0;64;33;98;0;1;0
57777;61;21;11;1;2;0
80409;74;28;72;0;2;0
73168;70;21;50;0;3;1
0;64;28;43;0;7;0
32437;69;25;96;0;1;0
94903;94;3;38;0;1;1
82534;118;15;56;0;1;0
0;121;2;18;0;1;0
46587;119;34;74;2;2;1
32245;124;4;58;0;8;0
39886;64;34;59;1;2;0
79157;61;25;45;0;2;0
0;62;13;8;0;5;0
0;102;28;11;0;1;1
0;74;22;50;0;3;0
0;119;33;58;1;3;0
0;64;0;60;3;4;0
25860;72;12;46;0;1;0
77882;79;17;36;0;1;0
24164;137;2;40;0;5;1
0;70;29;30;0;1;0
66169;96;35;30;1;1;0
82664;114;24;10;3;9;1
23638;102;32;62;0;2;0
26436;83;0;10;0;5;0
0;78;23;93;1;1;0
13154;102;0;42;0;4;0
24173;70;16;96;0;1;0
26689;64;34;23;0;1;0
31357;63;2;88;0;1;0
40417;71;34;4;1;8;0
0;63;30;6;1;1;0
93872;64;23;6;0;6;0
29853;69;8;36;0;6;0
88049;92;5;38;0;8;0
29111;63;3;65;0;5;0
37282;79;1;49;0;2;0
0;62;32;45;0;1;0
0;133;4;58;0;8;0
58248;80;17;1;0;1;0
0;89;25;39;1;7;0
26367;139;7;26;0;3;0
89586;63;28;40;1;2;0
86642;87;14;12;0;9;0
24959;89;19;13;0;1;0
27279;137;30;77;0;5;0
57117;67;6;29;0;1;0
64600;86;22;30;0;3;0
42218;180;15;38;3;2;0
32869;85;4;49;0;2;0
26047;64;19;39;1;1;0
20090;109;10;59;0;2;1
11904;61;34;11;2;3;1
0;106;34;39;0;1;0
49467;65;1;96;0;1;0
55705;113;8;58;0;2;0
83560;113;5;76;1;2;0
50825;102;3;46;0;3;1
82108;67;17;63;0;1;0
85721;65;12;45;0;5;0
59597;69;6;59;0;2;0
0;79;21;53;1;7;1
0;73;8;34;0;1;0
64125;108;3;44;0;3;1
22319;63;3;41;1;1;0
94304;71;31;41;0;1;0
17193;66;4;3;0;1;0
37800;112;0;77;0;1;0
96269;118;2;52;0;8;0
28432;118;1;59;0;2;1
0;118;12;45;0;3;0
63909;112;24;50;0;8;0
33190;106;18;95;0;2;1
43723;66;31;61;3;7;0
0;63;4;52;0;2;1
42600;115;10;78;0;3;0
87802;63;2;43;5;1;0
34087;235;12;49;0;6;0
18129;69;21;56;0;5;0
45431;116;23;81;0;2;0
0;71;10;44;0;2;0
95191;101;6;15;0;3;0
41671;136;15;30;0;2;0
53231;101;23;26;0;3;0
77299;66;11;71;0;1;0
93348;65;23;50;0;8;0
0;107;9;96;2;1;0
0;78;14;23;1;1;0
87210;81;3;26;0;9;0
0;73;33;8;0;2;0
62445;98;19;12;1;1;0
20009;87;31;86;1;2;0
0;67;20;55;1;2;0
57925;72;33;13;1;3;0
39910;112;16;4;0;5;0
83252;80;4;98;0;1;0
31723;62;23;53;0;2;0
0;112;15;29;3;7;0
72661;83;17;21;1;4;0
24711;62;15;11;0;6;0
0;69;5;85;1;2;0
0;67;15;91;3;1;0
84539;119;10;71;0;4;0
42677;96;5;20;0;3;0
0;72;8;54;0;2;0
0;76;8;77;0;2;0
51692;186;12;28;0;1;0
40858;184;10;62;0;1;0
37256;62;15;7;0;2;1
0;74;19;71;0;3;0
73054;106;34;36;1;2;1
20532;67;20;68;0;2;0
0;66;23;1;0;1;0
22946;76;18;72;0;8;0
22475;64;25;40;1;1;0
79440;117;11;19;0;8;0
0;74;2;51;0;1;0
0;108;10;42;0;6;0
70988;65;3;82;0;7;0
56536;67;10;63;0;1;0
45754;69;34;88;0;1;0
48278;74;22;7;0;4;0
22087;61;29;3;2;1;0
0;136;11;30;1;1;0
0;92;18;79;0;1;0
24400;62;13;25;0;1;0
0;110;0;66;0;7;0
0;66;30;34;0;1;0
13199;93;23;22;0;1;0
60607;83;2;82;0;1;0
0;68;15;52;0;2;0
74624;62;16;71;1;1;0
54311;90;20;41;0;2;0
0;68;6;95;0;5;0
19240;99;25;69;0;1;0
0;113;3;91;0;1;0
37899;187;9;11;0;5;0
76283;61;9;99;0;6;0
69674;62;14;18;1;2;0
57734;78;2;64;0;3;0
0;93;19;79;0;2;0
30763;111;28;19;0;2;0
0;70;25;30;0;1;0
0;72;6;66;0;5;0
52130;62;17;54;0;2;0
77041;74;11;61;0;1;0
81081;79;20;25;0;1;0
0;78;16;93;0;6;0
27383;188;33;25;0;1;0
20407;95;33;6;2;8;0
61067;64;20;0;1;3;0
0;94;11;21;0;9;0
23006;113;17;60;0;1;0
27734;65;12;86;0;1;0
48608;67;18;12;0;1;0
43947;61;33;43;4;2;0
23402;82;3;28;0;2;0
0;110;13;3;0;1;0
0;109;5;63;0;3;0
81872;115;10;55;0;2;1
63892;66;2;80;0;2;0
11822;70;10;89;0;1;0
0;83;2;62;0;1;0
94178;72;26;25;1;1;0
0;65;11;25;0;4;0
0;62;14;81;0;1;0
0;129;23;59;0;2;0
83761;111;1;34;0;5;0
58577;110;6;62;0;1;1
46573;94;26;62;0;1;0
49889;118;8;11;0;2;0
26376;121;7;19;0;2;0
34990;65;23;73;0;1;1
60642;133;34;68;0;5;0
18263;117;1;18;0;1;0
66550;107;5;0;1;2;0
56980;84;33;70;0;7;1
21206;136;12;9;0;2;0
0;85;12;37;0;2;0
48866;103;5;76;0;3;0
30525;115;24;35;0;3;0
25676;113;6;84;0;1;0
0;62;25;30;0;1;0
20228;101;3;43;1;2;1
0;67;26;88;3;3;0
67248;102;19;4;0;2;0
28928;87;23;7;1;1;0
11652;89;23;13;0;1;0
29136;118;16;72;0;9;0
67696;97;11;51;5;2;0
91775;108;9;35;0;1;0
31383;99;24;72;0;6;0
0;117;2;36;0;3;0
0;65;22;93;0;1;0
0;135;24;67;0;8;0
37273;88;10;87;0;1;0
26952;76;1;0;1;8;0
0;109;22;5;0;1;0
21853;86;10;2;0;5;0
27431;85;2;39;0;1;0
19614;85;21;32;0;2;1
0;139;5;56;0;2;1
77646;71;3;29;0;6;0
0;69;2;55;0;1;0
0;125;6;61;0;2;1
60884;77;10;56;0;4;0
81082;73;5;85;0;4;1
57483;82;4;59;0;2;0
0;91;35;12;1;1;0
40260;73;20;20;0;2;0
30004;112;12;42;0;5;0
62575;106;5;21;0;2;0
45270;70;11;63;0;2;0
24967;69;6;38;0;1;0
0;73;3;74;0;2;0
20269;66;14;79;0;3;0
34337;113;20;44;0;9;1
35830;118;4;50;1;1;0
55510;89;1;2;0;2;0
88360;185;2;73;0;1;0
0;73;17;15;0;3;0
17449;71;16;55;0;2;0
33190;106;18;95;0;2;1
43196;66;34;71;0;2;0
59216;64;0;66;2;7;0
23158;63;31;46;3;2;0
38651;98;12;83;0;1;0
74001;108;3;62;3;7;0
36032;70;11;39;0;2;0
16891;88;15;54;0;1;0
0;67;15;4;0;4;0
0;110;8;76;0;1;0
80590;76;26;4;0;3;0
58776;83;20;50;2;4;0
35482;129;21;59;0;3;1
25612;61;12;52;0;2;0
57016;119;31;86;0;3;0
25385;65;1;96;0;1;0
50516;62;34;95;0;1;0
0;199;10;17;0;1;0
29977;133;16;19;0;2;0
89384;285;27;70;0;4;0
54655;70;34;9;1;1;0
40516;70;9;75;0;1;0
26156;96;27;50;0;1;0
70047;71;6;37;0;1;0
26000;256;34;84;0;8;0
41878;71;5;15;0;8;0
86305;62;1;99;0;5;1
55483;70;26;46;0;3;0
37345;82;27;12;0;2;0
93405;79;0;78;0;1;0
99652;106;21;80;2;4;0
33901;84;11;19;1;2;0
0;99;5;68;1;1;0
0;77;33;86;0;1;0
39429;62;12;6;0;9;0
0;104;1;50;0;1;0
35832;65;1;44;0;7;0
88704;69;16;78;0;1;0
44051;67;21;81;0;3;0
0;74;22;3;0;1;0
0;110;11;59;0;2;0
79297;64;14;44;0;1;0
23617;189;0;47;0;1;0
23656;80;11;1;3;1;0
67780;92;0;72;0;3;0
26900;97;7;21;1;2;0
82664;114;24;10;3;9;1
94153;111;2;5;0;2;0
0;105;3;92;0;1;1
74487;88;8;86;0;3;0
33747;199;29;95;0;2;0
0;131;31;49;1;2;0
12762;86;10;14;0;1;0
93818;66;7;25;0;6;0
31650;121;25;17;0;2;0
43922;83;2;43;0;2;0
37229;67;9;36;0;2;0
36639;62;16;34;0;2;0
15520;66;21;16;0;1;0
77077;112;11;51;0;7;0
50296;65;26;62;1;2;0
23737;62;10;65;1;1;0
59624;117;23;44;0;3;0
58658;74;16;23;0;2;0
25542;70;21;47;0;2;0
51408;62;11;92;0;2;0
42259;81;1;15;0;3;0
78889;68;0;84;0;1;0
15406;124;7;40;0;3;0
53792;115;1;8;1;8;0
36349;117;13;49;3;1;0
41104;109;4;10;0;2;0
29098;115;21;19;0;4;0
0;93;10;63;0;1;0
0;63;4;52;0;2;1
72026;191;22;72;0;6;0
0;169;7;64;0;3;0
87615;94;35;63;0;3;0
0;68;13;52;0;2;0
0;82;5;16;0;2;0
48689;191;15;18;0;1;0
0;150;32;20;0;8;0
0;103;12;43;0;3;0
0;110;14;30;1;5;0
40675;81;30;15;2;5;0
25746;61;0;84;1;3;0
61687;67;13;17;0;3;0
31686;101;14;45;2;8;0
20920;74;19;14;0;4;0
22538;64;6;67;0;1;0
85483;67;8;15;0;2;0
70734;175;4;35;0;2;0
40639;67;21;77;0;2;0
90289;99;4;88;3;2;0
39547;202;11;21;0;2;0
0;87;4;4;3;1;1
54833;198;22;92;3;3;0
60546;63;21;71;0;1;0
33938;64;21;76;0;7;0
85586;77;11;55;0;1;0
89601;70;1;8;0;2;0
33799;74;8;47;1;3;0
0;100;13;25;1;1;0
30817;88;25;43;0;1;1
0;189;15;51;1;1;0
31056;63;5;46;0;1;0
65017;81;8;16;4;1;0
12180;113;17;62;0;3;0
0;64;19;72;0;1;0
0;102;35;48;0;2;1
87454;89;30;88;0;6;0
51001;99;13;49;1;3;0
58557;88;4;83;0;1;1
18665;66;9;13;0;2;0
21299;69;0;1;0;9;0
89781;66;7;89;0;5;0
0;83;23;11;0;1;0
0;122;27;2;0;1;1
0;68;11;81;3;1;0
22881;65;20;10;0;1;0
0;63;18;76;0;1;0
10860;66;30;91;0;1;0
0;131;12;26;0;2;0
0;116;24;90;0;9;0
62582;95;11;46;0;3;0
87473;95;28;7;0;8;0
92681;91;8;23;3;8;0
74916;62;8;34;4;2;0
58684;162;4;77;0;9;0
70973;114;6;24;1;3;0
0;93;34;32;0;9;0
21124;112;3;37;0;1;0
0;135;28;66;0;1;0
24030;194;14;0;0;1;0
21371;66;13;48;0;8;0
71186;67;11;14;0;6;0
0;124;29;9;0;1;0
25147;101;7;54;0;1;1
0;116;32;57;0;1;0
53988;64;10;17;0;1;0
38055;64;7;24;1;8;0
72859;61;6;5;0;9;0
67787;194;9;73;0;1;0
0;66;24;48;0;2;0
44280;62;25;3;0;1;0
0;78;10;5;0;1;0
59782;70;29;51;0;9;0
28215;65;15;26;0;3;1
0;66;6;71;2;1;1
49919;134;27;5;0;1;0
88294;108;0;50;0;6;0
55800;66;12;91;0;2;0
23665;67;19;50;0;2;1
32224;72;27;21;0;3;0
23860;114;25;57;1;3;0
27179;74;32;69;0;1;0
35705;65;19;45;0;1;0
0;143;13;28;0;1;0
0;99;15;85;0;2;0
74215;64;27;41;0;1;0
63977;118;10;78;0;1;0
22070;72;25;33;0;2;0
0;72;15;47;0;1;0
17576;71;29;70;0;1;1
13483;107;9;60;0;1;0
0;136;33;21;0;5;0
72297;87;17;37;2;2;0
60244;83;3;72;3;1;1
77237;102;6;84;0;1;0
0;129;15;73;0;1;0
0;68;13;93;0;1;0
25663;114;20;89;0;2;0
0;71;26;80;0;9;0
47589;109;35;44;1;7;0
0;112;6;73;0;1;0
97361;73;6;85;0;2;1
26441;71;16;28;0;5;0
0;128;12;9;0;2;0
29957;65;19;72;0;7;0
40082;69;6;18;0;2;0
97361;73;6;85;0;2;1
91763;113;22;64;0;3;0
48993;74;6;29;0;4;0
24031;109;0;72;0;7;0
63774;111;18;63;0;1;1
49078;97;10;3;0;2;1
28935;87;24;93;0;2;0
25927;103;6;20;0;1;1
52507;123;23;55;0;1;0
0;74;17;51;0;4;0
94137;65;16;27;0;2;0
69186;69;24;16;0;3;0
91071;94;21;25;2;3;0
85447;71;23;2;2;3;0
0;79;3;66;0;9;0
88858;93;2;60;0;2;0
21881;69;9;27;0;5;0
72669;74;29;39;0;1;0
68025;91;15;17;0;2;0
25370;102;10;77;0;2;1
26849;62;5;0;0;2;0
0;72;2;83;0;3;0
0;79;19;70;0;2;0
89948;110;17;53;1;2;0
0;63;14;45;0;3;0
0;126;12;4;0;2;1
97576;83;1;49;1;1;0
23120;93;5;87;0;1;0
97234;78;13;39;0;1;0
25572;65;0;30;0;3;0
35482;129;21;59;0;3;1
34614;114;6;9;0;3;0
59038;105;0;31;0;1;0
0;73;7;60;0;3;0
60021;99;12;28;0;1;1
47593;72;33;52;0;2;0
0;67;3;79;1;1;0
28001;83;15;42;0;5;0
30431;122;6;16;0;3;0
19834;64;26;8;4;8;0
30509;88;15;76;0;1;0
30503;63;32;57;3;5;0
73339;89;34;13;0;2;0
0;93;9;35;0;1;0
88067;70;19;59;0;1;0
26806;63;32;19;0;2;1
0;114;7;90;0;1;0
0;63;27;47;0;1;0
94903;94;3;38;0;1;1
42862;65;34;29;0;2;0
0;96;16;43;0;7;0
31157;100;23;49;0;2;0
44084;72;26;87;0;1;0
43579;77;12;17;0;8;0
0;92;27;50;0;7;0
0;65;30;59;2;3;0
88059;63;15;98;0;1;0
25772;64;13;52;0;1;0
72354;73;9;10;0;8;0
68009;110;1;2;0;2;0
12287;99;11;49;0;1;0
95025;81;15;12;0;8;0
54665;97;0;60;1;3;0
80129;66;6;70;0;1;0
69024;61;27;32;5;1;0
0;121;11;10;0;1;0
31365;115;1;12;0;7;0
27849;119;24;94;0;3;0
19245;84;5;61;1;2;0
46503;215;4;21;1;1;1
77912;76;5;40;0;1;0
37449;111;18;69;1;2;0
14973;115;2;75;0;2;1
46043;70;22;59;0;7;0
0;65;15;85;2;4;0
21604;79;14;28;0;1;1
19864;63;22;96;0;1;1
65876;63;1;52;1;1;0
24695;168;5;83;0;2;0
0;102;28;11;0;1;1
68658;77;7;60;0;8;0
88082;61;10;45;1;2;0
54751;114;6;50;0;3;0
34498;83;30;72;0;7;1
63597;114;10;31;2;1;0
27400;63;14;78;1;9;0
0;65;6;89;0;3;0
31409;100;14;39;0;1;0
0;64;1;7;0;7;0
73102;66;35;46;0;4;0
38072;113;10;36;1;3;0
95399;68;1;36;1;1;0
48521;105;9;89;0;7;0
45856;67;15;57;0;3;0
21542;97;13;21;0;1;0
22555;70;1;62;0;3;0
33832;67;22;47;1;9;0
28142;105;18;50;0;1;1
60188;84;15;49;3;4;0
11698;65;4;38;0;3;0
76850;72;8;84;0;1;0
78387;74;5;1;0;6;0
80757;128;9;14;0;2;0
23692;65;26;27;2;1;0
12902;139;3;51;0;1;1
23033;62;5;9;0;1;0
19280;72;4;39;0;6;0
18495;113;10;15;0;2;1
30825;68;15;21;0;1;0
25820;82;10;69;0;1;1
54105;73;22;15;2;2;0
69853;114;15;42;2;3;0
97017;115;33;60;1;1;0
24914;66;6;90;0;1;0
26806;63;32;19;0;2;1
25419;101;13;18;0;2;0
37876;69;13;15;0;1;1
36354;202;34;28;0;9;0
0;74;3;10;0;4;0
32403;71;31;47;0;9;0
51659;64;19;37;0;3;0
55805;99;16;30;0;2;0
29286;69;5;20;1;1;0
40740;198;19;60;0;2;0
70784;64;0;93;0;7;0
55419;72;31;45;0;9;0
61886;87;3;49;0;2;0
0;71;17;6;0;1;0
84240;132;10;51;0;1;0
0;65;3;91;2;2;0
54050;119;5;15;0;1;0
29958;90;8;77;0;1;0
23616;83;8;68;0;7;0
71391;67;29;39;0;2;1
33488;110;7;61;0;1;0
0;92;4;64;0;9;0
36900;61;21;28;3;2;0
28311;134;7;70;0;2;0
25075;86;0;25;0;3;0
57031;104;16;10;1;1;0
25998;71;16;38;0;2;1
0;69;4;69;0;9;0
21685;127;0;70;0;1;0
32818;93;17;39;0;8;0
39492;68;12;9;0;1;0
18495;113;10;15;0;2;1
21564;61;11;61;0;1;0
0;65;0;51;0;1;0
27835;81;18;46;0;3;0
64431;74;19;49;0;1;0
0;84;31;61;0;3;0
0;95;13;20;0;5;1
0;191;14;94;1;8;0
41463;74;2;78;0;2;0
0;68;35;52;0;1;0
0;110;20;62;0;1;0
37709;116;19;39;0;1;0
73049;139;3;42;0;2;0
58557;88;4;83;0;1;1
0;66;7;66;0;9;0
88944;72;24;36;0;1;0
26140;112;11;50;0;2;0
32906;115;18;17;0;1;0
50071;71;3;32;0;1;1
71982;103;29;37;0;4;0
58443;65;24;71;0;6;0
30735;63;4;43;0;7;0
18495;113;10;15;0;2;1
67436;61;6;28;0;4;0
52653;81;19;42;0;1;0
22886;65;9;81;0;3;1
0;73;3;33;0;2;0
38821;87;14;64;0;1;0
0;134;13;11;0;6;0
39075;89;22;50;0;1;0
16049;93;3;8;0;1;0
0;65;14;5;0;1;0
28383;81;11;20;0;1;0
29418;274;23;31;0;1;0
0;73;17;44;0;7;1
30604;131;35;76;2;3;0
91804;62;18;32;0;9;0
50446;74;28;50;4;2;0
87728;70;24;65;0;2;0
58729;68;2;67;2;1;0
0;89;16;59;0;1;0
0;67;22;0;1;2;0
21234;73;8;23;0;1;0
0;73;30;29;0;3;0
47823;108;26;71;0;1;0
84731;110;11;32;1;7;0
59974;65;23;5;0;1;0
67534;87;2;55;2;5;0
0;70;21;5;0;1;0
27782;103;20;54;0;1;0
67197;74;29;18;3;2;0
86451;65;0;99;0;3;0
56768;92;11;57;0;1;0
55593;61;13;52;0;3;0
0;95;22;59;0;2;0
66203;66;15;38;0;8;0
25806;110;20;43;0;5;0
22978;190;8;53;0;4;0
22081;84;1;9;0;6;1
96506;124;4;22;0;3;0
23235;82;32;46;0;3;0
40506;70;14;98;0;1;0
0;96;2;84;0;9;0
0;65;8;81;0;3;0
79955;71;10;5;0;6;0
62873;81;0;41;0;1;1
66947;78;13;12;0;6;0
25646;83;14;92;1;3;0
0;64;14;96;0;1;0
92766;71;17;15;0;2;1
0;79;21;53;1;7;1
84650;185;13;39;3;2;0
13050;102;1;77;0;6;0
56342;69;12;89;0;1;1
58781;106;31;37;0;2;0
0;68;0;45;0;1;0
0;102;17;77;0;2;0
0;102;35;48;0;2;1
71809;74;14;3;0;1;0
40238;73;17;88;1;9;0
0;70;2;33;0;9;0
76157;116;15;80;0;1;1
30514;72;3;87;2;6;0
44485;62;5;74;0;2;0
50941;69;17;46;0;2;0
53105;110;6;65;0;2;0
25167;140;3;76;0;2;0
30244;92;11;72;0;1;0
25370;102;10;77;0;2;1
0;73;8;71;1;2;0
69202;61;33;12;0;1;0
31530;69;24;47;1;3;0
61040;78;21;9;0;9;0
85185;107;26;91;0;5;0
78772;62;9;47;0;8;0
0;63;35;15;0;2;0
99241;70;22;27;0;2;0
0;83;29;52;0;1;0
21114;180;7;59;0;1;0
56005;68;31;30;1;3;1
63860;62;26;81;0;1;1
29295;219;25;50;0;2;0
54339;86;10;52;0;1;0
0;66;6;71;2;1;1
98078;73;5;79;0;6;0
20592;71;15;81;1;1;0
72805;62;13;34;4;3;0
55645;129;23;33;0;1;0
98859;70;3;57;0;1;0
0;61;17;1;1;7;1
23541;62;12;38;0;2;0
0;73;4;0;0;8;0
60087;74;21;23;0;3;0
0;132;23;33;0;2;0
48938;121;23;20;0;1;0
31506;102;23;50;0;8;0
67454;185;3;71;0;1;0
18608;71;13;24;0;1;1
28519;61;9;94;0;1;0
29462;107;28;23;1;1;1
0;74;3;64;0;1;0
58300;94;25;55;0;1;0
82554;132;6;15;0;2;0
0;102;10;85;0;2;0
0;111;1;72;0;2;0
29735;69;3;92;0;1;1
50738;71;11;48;0;1;0
65709;72;33;77;0;3;0
0;123;22;25;0;6;0
0;95;16;28;0;1;0
0;85;11;27;0;2;0
19651;72;3;68;0;5;0
0;72;18;25;0;2;0
69693;112;34;62;1;2;0
0;104;10;74;0;7;0
0;65;5;59;1;1;0
45525;66;1;41;0;1;0
96765;72;28;61;0;1;0
32903;64;4;41;3;3;0
22520;73;17;64;0;3;1
67486;118;3;26;0;1;0
92381;72;24;27;0;1;0
26057;74;3;63;0;2;1
75716;247;2;32;0;1;0
63657;128;1;26;0;7;0
57709;125;10;26;0;1;1
19614;85;21;32;0;2;1
75216;84;23;39;1;1;0
24666;101;32;51;0;3;0
20799;111;20;28;0;2;0
0;64;10;34;0;4;0
34337;113;20;44;0;9;1
53562;135;24;35;0;1;0
22664;73;0;8;0;1;0
27289;158;4;78;2;1;0
54831;61;7;45;0;1;0
78310;76;4;24;0;1;0
39854;66;6;4;0;7;1
0;90;3;74;0;4;0
48096;131;10;3;0;2;0
59522;89;0;8;0;3;0
0;79;11;45;1;2;0
